,smiles,paragraphText,namerxndef,yield,product,reactant,agent,solvent,product_name,reactant_name,agent_name,solvent_name
70,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][c:7]([cH:8][cH:9][cH:10]1)[O:11][CH:12]1[CH2:13][NH:14][CH2:15]1.[S:16]=[C:17]=[N:18][c:19]1[c:20]([cH:21][cH:22][cH:23][c:24]1[Cl:25])[Cl:26]>CCO.[N-]=C=S>[F:1][C:2]([F:3])([F:4])[c:5]1[cH:10][cH:9][cH:8][c:7]([cH:6]1)[O:11][CH:12]1[CH2:13][N:14]([CH2:15]1)[C:17](=[S:16])[NH:18][c:19]1[c:20]([cH:21][cH:22][cH:23][c:24]1[Cl:25])[Cl:26],"A solution of 0.04 mole of 3-[3-(trifluoromethyl) phenoxy]azetidine in 100 ml of absolute ethanol was stirred in a tap water bath while 8.16 g (0.04 mole) of 2,6-dichlorophenyl isothiocyanate was added all at once. The reaction was slightly exothermic and as the isothiocyanate began to dissolve, product began to precipitate. After stirring for 45 minutes the reaction mixture was heated on a steam bath to assure that all the isothiocyanate dissolved, and upon cooling, filtration yielded 15.2 g of white crystalline product. A portion of this material (7.9 g) was recrystallized from absolute ethanol to give 4.3 g of pure crystalline powder, m.p. 196-197°C.",Isothiocyanate + amine thiourea coupling,[90.2],['FC(F)(F)c1cccc(OC2CN(C(=S)Nc3c(Cl)cccc3Cl)C2)c1'],"['FC(F)(F)c1cccc(OC2CNC2)c1', 'S=C=Nc1c(Cl)cccc1Cl']",['[N-]=C=S'],['CCO'],"['N-(2,6-Dichlorophenyl)-3-[3-(trifluoromethyl)phenoxy]-1-azetidinecarbothioamide']","['3-[3-(trifluoromethyl) phenoxy]azetidine', '2,6-dichlorophenyl isothiocyanate']",['isothiocyanate'],['ethanol']
71,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([cH:10]1)[O:11][CH:12]1[CH2:13][NH:14][CH2:15]1.[CH3:16][N:17]([CH3:18])[C:19](=[O:20])Cl.O=C(O)C(=O)O>CCN(CC)CC.C1CCOC1.Cl[Ca]Cl.O>[CH3:16][N:17]([CH3:18])[C:19](=[O:20])[N:14]1[CH2:15][CH:12]([CH2:13]1)[O:11][c:9]1[cH:8][cH:7][cH:6][c:5]([cH:10]1)[C:2]([F:1])([F:3])[F:4] |f:0.2|,"A stirred slurry of 5 g (0.0163 mole) of 3-[3-(trifluoro-methyl)phenoxy]azetidine oxalate in 50 ml of tetrahydrofuran was treated with 5 ml of triethylamine and after 1 hr, 1.95 g (0.018 mole) of dimethylcarbamoyl chloride was added. After stirring an additional 15 hr, the reaction mixture was treated with 20 ml of water and 10 g of calcium chloride. the tetrahydrofuran layer was decanted and the residue triturated with 20 ml of ethyl acetate, then decanted. The combined tetrahydrofuran and ethyl acetate solution was concentrated in vacuo. The crude residue was chromatographed on a Waters Prep-LC using 50% ethyl acetate/toluene as the eluent. After concentration of the main fractions, 3.6 g (76.6%) of pale yellow oil was obtained.",Urea Schotten-Baumann,[76.6],['CN(C)C(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1'],"['CN(C)C(=O)Cl', 'FC(F)(F)c1cccc(OC2CNC2)c1.O=C(O)C(=O)O']",['Cl[Ca]Cl'],"['C1CCOC1', 'CCN(CC)CC', 'O']","['N,N-Dimethyl-3-[3-(trifluoromethyl)phenoxy]-1-azetidinecarboxamide']","['3-[3-(trifluoro-methyl)phenoxy]azetidine oxalate', 'dimethylcarbamoyl chloride']",['calcium chloride'],"['triethylamine', 'tetrahydrofuran', 'water']"
72,[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8]([cH:9][cH:10]1)[O:11][CH:12]1[CH2:13][NH:14][CH2:15]1.[O:16]=[C:17](n1ccnc1)n1ccnc1.[CH:18]#[C:19][CH2:20][NH2:21]>C1CCOC1.N#N.O.O>[CH:18]#[C:19][CH2:20][NH:21][C:17](=[O:16])[N:14]1[CH2:15][CH:12]([CH2:13]1)[O:11][c:8]1[cH:7][cH:6][c:5]([cH:10][cH:9]1)[C:2]([F:1])([F:3])[F:4] |f:5.6|,"A solution of 4.4 g (0.027 mole) 1,1'-carbonyl- diimidazole in 50 ml of tetrahydrofuran was stirred under nitrogen while 1.49 g (0.027 mole) of 2-propynylamine was added with a syringe and needle through a septum installed in one neck of the reaction flask. After stirring for 2 hr, 9.6 g (0.025 mole) of 3-[4-(trifluoromethyl)phenoxy]azetidine (56.66% purity; contains diphenylmethane) was added all at once and stirring continued for an additional 18 hr. The reaction mixture was diluted with ice-water and extracted with 30/60 petroleum ether to remove the diphenylmethane. The oily aqueous portion was extracted with 4 x 50 ml of methylene chloride. These extracts were combined, dried over sodium sulfate and concentrated to an amber oil on a rotary evaporator. The oil solidified when triturated with a small amount of isopropyl ether (50 ml). Filtration yielded 6.1 g of rose-tinted solid product. TLC (10% methanol/methylene chloride on silica gel) showed a mixture of 3 products and some starting material. Recrystallization from ethanol/water gave the product in several small fractions. These were combined and recrystallized from isopropyl ether to yield 4.1 g of pale beige powder, m.p. 135-137°C. TLC still showed some symmetrical 2-propynyl urea. The solid was recrystallized again from ethanol/ water to yield 3.5 g (46.9%) of pale yellow crystalline product, m.p. 140-141°C..",CDI urea synthesis,[81.8],['C#CCNC(=O)N1CC(Oc2ccc(C(F)(F)F)cc2)C1'],"['C#CCN', 'FC(F)(F)c1ccc(OC2CNC2)cc1', 'O=C(n1ccnc1)n1ccnc1']",['O.O'],['C1CCOC1'],['N-(2-Propynyl)-3-[4-(trifluoromethyl)phenoxy]-1-azetidinecarboxamide'],"[""1,1'-carbonyl- diimidazole"", '2-propynylamine', '3-[4-(trifluoromethyl)phenoxy]azetidine']",['ice-water'],['tetrahydrofuran']
73,"Cl.[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][C:10](=[O:11])[Cl:12].[CH3:13][CH2:14][CH2:15][N:16]1[CH2:17][CH2:18][CH2:19][CH:20]([CH2:21]1)[c:22]1[cH:23][cH:24][cH:25][c:26]([cH:27]1)[OH:28]>ClCCl.c1ccncc1>[ClH:12].[CH3:13][CH2:14][CH2:15][N:16]1[CH2:21][CH:20]([CH2:19][CH2:18][CH2:17]1)[c:22]1[cH:23][cH:24][cH:25][c:26]([cH:27]1)[O:28][C:10](=[O:11])[CH2:9][CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1] |f:0.2,5.6|","(-)-3-(3-hydroxyphenyl)-1-propylpiperidine hydrochloride (1.5 g, 5.86 mmol) was suspended in dry dichloromethane (15 ml). Decanoylchloride (1.2 g, 6.29 mmol) was dissolved in a mixture of dichloromethane (15 ml) and pyridine (0.5 g, 6.32 mmol). The solution was added to the suspension and the mixture was refluxed for 20 hours. The clear solution was cooled, washed with aqueous NaHC03 and dried with Na2SO4. After evaporation the residual oil was dissolved in ether and precipitated as hydrochloride salt with one equivalent HCI in ether. The salt was recrystallized twice from aceton. Yield: 0.7 g (30%). M.p. 142-144°C. [α]20D (C = 1.8, MeOH) = -5.6°. MS(70 eV): m/z 373 (5%), 344 (100%), 190 (7%).",Ester Schotten-Baumann,[29.1809],['CCCCCCCCCC(=O)Oc1cccc(C2CCCN(CCC)C2)c1.Cl'],"['CCCCCCCCCC(=O)Cl', 'CCCN1CCCC(c2cccc(O)c2)C1.Cl']",['c1ccncc1'],"['ClCCl', 'ClCCl']",['(-)-3-(3-Decanoyloxyphenyl)-1-propylpiperidine hydrochloride'],"['(-)-3-(3-hydroxyphenyl)-1-propylpiperidine hydrochloride', 'Decanoylchloride']",['pyridine'],"['dichloromethane', 'dichloromethane']"
74,[CH3:1][CH2:2][CH2:3][CH:4]=[CH:5][O:6][C:7]([CH3:8])=[O:9].[O:10]=[C:11]=[N:12]S(=O)(=O)Cl>O.N#N.O=S(O[Na])O[Na].ClCCl>[CH3:8][C:7](=[O:9])[O:6][C@@H:5]1[NH:12][C:11]([C@H:4]1[CH2:3][CH2:2][CH3:1])=[O:10],"Eight hundred microliters of chlorosulfonyl isocyanate was added to a solution of 1.28 g (10 mM) pent-1-enyl acetate in 5 ml methylene chloride at 0° under nitrogen. After stirring at 0° 5 days, the reaction mixture was added dropwise to a mixture of 5 g ice, 1.15 ml water, 2.82 g NaHC03 and 1.0 g Na2SO3 and stirred at 0° for 30 minutes. The mixture was extracted with 2 x 25 ml methylene chloride and the combined organic phases washed with brine, dried over MgS04, and concentrated in vacuo. The residue was chromatographed on silica gel in hexane/ethyl acetate to yield 60 mg trans 4-acetoxy-3-n-propylazetidin-2-one (3.4%).",Aza Paterno-Buchi reaction,[3.4],['CCC[C@@H]1C(=O)N[C@H]1OC(C)=O'],"['CCCC=COC(C)=O', 'O=C=NS(=O)(=O)Cl']","['O', 'O=S(O[Na])O[Na]']","['ClCCl', 'O']",['trans 4-acetoxy-3-n-propylazetidin-2-one'],"['chlorosulfonyl isocyanate', 'pent-1-enyl acetate']","['ice', 'Na2SO3']","['water', 'methylene chloride']"
75,COc1ccc(cc1)[N:1]1[C:2]([CH:3]([CH:4]1[C:5](=[O:6])[O:7][CH2:8][CH3:9])[O:10][CH3:11])=[O:12]>[NH4+].CC#N.[O-][N+]([O-])=O.O=S(O[Na])O[Na]>[CH3:9][CH2:8][O:7][C:5](=[O:6])[CH:4]1[NH:1][C:2]([CH:3]1[O:10][CH3:11])=[O:12] |f:1.3|,To a solution of 1.4 g of 4-carboethoxy-3-methoxy-1-(p-methoxyphenyl)azetidine-2-one in 50 ml acetonitrile at 0° was added a solution of 8.23 g of cerric ammonium nitrate in 50 ml H20 over 3 minutes. After stirring at 0° for 1 hour the solution was poured into 200 ml of 10% sodium sulfite and extracted with 3 x 75 ml of ethyl acetate. The combined organic extracts were washed with 10% sodium sulfite and saturated sodium chloride solutions and dried over sodium sulfate. Filtration and evaporation gave an amber oil which was recrystallized from methylene chloride/hexane to give 700 mg of 4-carboethoxy-3-meth- oxyazetidine-2-one; m.p. 91―92°.,N-PMP deprotection,[80.6387],['CCOC(=O)C1NC(=O)C1OC'],['CCOC(=O)C1C(OC)C(=O)N1c1ccc(OC)cc1'],['O=[N+]([O-])[O-].[NH4+]'],"['CC#N', 'O=S(O[Na])O[Na]']",['4-carboethoxy-3-meth- oxyazetidine-2-one'],['4-carboethoxy-3-methoxy-1-(p-methoxyphenyl)azetidine-2-one'],['ammonium nitrate'],"['sodium sulfite', 'acetonitrile']"
76,[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][C:11](=[O:12])O.[cH:13]1[cH:14][cH:15][o:16][cH:17]1>CCOCC.Cc1ccccc1.O=C(CCl)OC(=O)CCl.FB(F)F>[CH3:1][O:2][C:3](=[O:4])[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][C:11](=[O:12])[c:15]1[cH:14][cH:13][cH:17][o:16]1 |f:2.5|,"In 50 ml of toluene were dissolved 9.41 g (0.05 mole) of suberic acid monomethyl ester and 9.83 g (0.0575 mole) of monochloroacetic anhydride. To the resulting solution were added 4.43 g (0.065 mole) of furan and 0.71 g of boron trifluoride-diethyl ether complex and the resulting mixture was then stirred at 50°C for 6 hours. After completion of the reaction, the reaction solution was cooled and washed successively with of water, 5% aqueous sodium carbonate solution and water. The organic layer was dried over anhydrous magnesium sulfate and then concentrated under reduced pressure and the resulting concentrated residue was purified by silica gel-filled column chromatography to obtain 11 g of 2-(7-methoxycarbonyl-1-oxoheptyl)furan.",Friedel-Crafts acylation,[92.32],['COC(=O)CCCCCCC(=O)c1ccco1'],"['COC(=O)CCCCCCC(=O)O', 'c1ccoc1']","['CCOCC.FB(F)F', 'O=C(CCl)OC(=O)CCl']",['Cc1ccccc1'],['2-(7-methoxycarbonyl-1-oxoheptyl)furan'],"['suberic acid monomethyl ester', 'furan']","['monochloroacetic anhydride', 'boron trifluoride-diethyl ether']",['toluene']
77,[O:1]=[C:2](Cl)[c:3]1[cH:4][cH:5][cH:6][o:7]1.[O:8]=[C:9]1[CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[NH:17]1>CCO.[Na]>[O:1]=[C:2]([c:3]1[cH:4][cH:5][cH:6][o:7]1)[CH:10]1[C:9]([NH:17][c:16]2[cH:15][cH:14][cH:13][cH:12][c:11]21)=[O:8],"To a stirred solution of 5.5 g (0.24 mole) of sodium in 150 ml of ethanol was added 13.3 g (0.10 mole) of 2-oxindole at room temperature. The resulting slurry was cooled to ice-bath temperature, and then 15.7 g (0.12 mole) of 2-furoyl chloride was added, dropwise, during 10-15 minutes. The ice-bath was removed, and an additional 100 ml of ethanol was added and then the reaction mixture was heated under reflux for 7 hours. The reaction mixture was allowed to stand overnight and then the solid was filtered off. The solid was added to 400 ml of water and the resulting mixture was acidified using concentrated hydrochloric acid. The mixture was cooled with ice and the solid was collected by filtration. The solid residue was recrystallized from 150 ml of acetic acid, affording 8.3 g of yellow crystals, m.p. 209-210° (dec).",Keto alpha-acylation,[36.53],['O=C1Nc2ccccc2C1C(=O)c1ccco1'],"['O=C(Cl)c1ccco1', 'O=C1Cc2ccccc2N1']",['[Na]'],['CCO'],['3-(2-Furoyl)-2-oxindol'],"['2-oxindole', '2-furoyl chloride']",['sodium'],['ethanol']
78,[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([cH:8][c:9]([c:10]1[OH:11])[C:12]([CH3:13])([CH3:14])[CH3:15])[S:16]C#N>CCP(CC)CC.CC(C)=O.O>[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[cH:6][c:7]([cH:8][c:9]([c:10]1[OH:11])[C:12]([CH3:13])([CH3:14])[CH3:15])[SH:16],"3,5-bis(1,1-Dimethylethyl)-4-hydroxyphenyl thiocyanate (55 g, 0.209 mole) was dissolved in acetone (200 ml) under an argon atmosphere. Water (7.6 g, 0.42 mole) was added and the reaction cooled to 0°C. Triethylphosphine (24.7 g, 0.209 mole) was added dropwise over a period of 1 hour and the reaction was then allowed to warm to room temperature with stirring. The solution was concentrated, solvents removed, and the resulting coil purified by chromatography on silica. The fractions containing the thiol were combined, the solvents removed to yield a white powder which was recrystallized from metha- nol/water and dried to yield 43.3 g of the desired product. NMR confirmed the identity of the product.",Thiocyanato to sulfanyl,[86.9043],['CC(C)(C)c1cc(S)cc(C(C)(C)C)c1O'],['CC(C)(C)c1cc(SC#N)cc(C(C)(C)C)c1O'],"['CCP(CC)CC', 'O']",['CC(C)=O'],"['2,6-bis(1,1-dimethylethyl)-4-mercaptophenol']","['3,5-bis(1,1-Dimethylethyl)-4-hydroxyphenyl thiocyanate']","['Water', 'Triethylphosphine']",['acetone']
79,[CH3:1][O:2]/[N:3]=[C:4](\[C:5](=[O:6])[NH:7][C@@H:8]1[C:9]([N:10]2[C:11](=[C:12]([CH2:13][S:14][C@H:15]12)[CH2:16][O:17][C:18](=[O:19])[CH2:20][C:21]([CH3:22])=[O:23])[C:24](=[O:25])[OH:26])=[O:27])[c:28]1[n:29][c:30]([s:31][c:32]1[Cl:33])[NH:34]C(=O)CCl>O.CCOC(C)=O.CNC(=S)S[Na].C1CCOC1>[CH3:1][O:2]/[N:3]=[C:4](\[C:5](=[O:6])[NH:7][C@@H:8]1[C:9]([N:10]2[C:11](=[C:12]([CH2:13][S:14][C@H:15]12)[CH2:16][O:17][C:18](=[O:19])[CH2:20][C:21]([CH3:22])=[O:23])[C:24](=[O:25])[OH:26])=[O:27])[c:28]1[n:29][c:30]([s:31][c:32]1[Cl:33])[NH2:34],In a mixture of 13 ml of water and 13 ml of tetrahydrofuran is dissolved 2.94 g of 7β - [2 - (5 - chloro - 2 - chloroacetamidothiazol - 4 - yl) - 2(Z) - methoxyiminoacetamido] - 3 - (3 - oxobutyryloxymethyl) - 3 - cephem - 4 - carboxylic acid. To the mixture is added 1.15 g of sodium N-methyldithiocarbamate in 3 portions with stirring at room temperature for 3 hours. Ethyl acetate is added to the reaction mixture and the ethyl acetate layer is separated and discarded. The aqueous layer is acidified with concentrated hydrochloric acid and extracted with 200 ml of methyl ethyl ketone. The extract is washed with aqueous sodium chloride solution and dried over anhydrous sodium sulfate. The solvent is then evaporated off to give 2.28 g of the above-identified compound.,Amide hydrolysis,[88.8199],['CO/N=C(\\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)CC(C)=O)CS[C@H]12)c1nc(N)sc1Cl'],['CO/N=C(\\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)CC(C)=O)CS[C@H]12)c1nc(NC(=O)CCl)sc1Cl'],"['CCOC(C)=O', 'CNC(=S)S[Na]']","['C1CCOC1', 'O']",['7β-[2-(2-Amino-5-chlorothiazol-4-yl)-2(Z)-methoxyiminoacetamido]-3-(3-oxobutyryloxymethyl)-3-cephem-4-carboxylic acid'],['7β - [2 - (5 - chloro - 2 - chloroacetamidothiazol - 4 - yl) - 2(Z) - methoxyiminoacetamido] - 3 - (3 - oxobutyryloxymethyl) - 3 - cephem - 4 - carboxylic acid'],"['sodium N-methyldithiocarbamate', 'Ethyl acetate']","['water', 'tetrahydrofuran']"
80,[CH3:1][C:2](=[O:3])[CH2:4][C:5](=[O:6])[O:7][CH2:8][C:9]1[CH2:10][S:11][C@@H:12]2[C@@H:13]([C:14]([N:15]2[C:16]=1[C:17](=[O:18])[OH:19])=[O:20])[NH2:21].[CH3:22][C:23]([CH3:24])([CH3:25])[O:26][C:27](=[O:28])OC(C)(C)C>CCOC(C)=O.CS(C)(=O)=O.O>[CH3:22][C:23]([CH3:24])([CH3:25])[O:26][C:27](=[O:28])[NH:21][C@@H:13]1[C:14]([N:15]2[C:16](=[C:9]([CH2:10][S:11][C@H:12]12)[CH2:8][O:7][C:5](=[O:6])[CH2:4][C:2]([CH3:1])=[O:3])[C:17](=[O:18])[OH:19])=[O:20],"To 500 ml of dimethyl sulfoxide is added 200 g of 7β-amino-3-(3-oxobutyryloxymethyl)-3-cephem-4-carboxylic acid. To this 200 g of di-tert-butyl carbonate is added at room temperature and the mixture is stirred for 16 hours. To the reaction mixture are added 200 g of ice, 2 liters of water and 1 liter of ethyl acetate, and the mixture is stirred. After phase separation, the upper layer is discarded. To the aqueous layer is added 1 liter of ethyl acetate, and 129 g of phosphoric acid is added dropwise thereto while stirring (pH 4). After thorough mixing, the upper layer is separated and the lower layer is extracted with 1 liter of ethyl acetate. The organic layers are combined, washed with two 2-liter portions of ice-water and then with 1 liter of saturated aqueous sodium chloride, dried over anhydrous magnesium sulfate and then concentrated. To the residue is added 100 ml of methylene chloride, and the resulting mixture is concentrated and dried to give 194 g (74% yield) of the above-identified compound as a glassy solid.",Carbonate + amine reaction,[74.0],['CC(=O)CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)OC(C)(C)C)[C@H]2SC1'],"['CC(=O)CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1', 'CC(C)(C)OC(=O)OC(C)(C)C']",['O'],"['CCOC(C)=O', 'CS(C)(=O)=O', 'O']",['7β-tert-Butoxycarbonylamino-3-(3-oxobutyryloxymethyl)-3-cephem-4-carboxylic acid'],"['7β-amino-3-(3-oxobutyryloxymethyl)-3-cephem-4-carboxylic acid', 'di-tert-butyl carbonate']",['ice'],"['dimethyl sulfoxide', 'water', 'ethyl acetate']"
81,[CH3:1][NH:2][CH2:3][CH2:4][NH:5][CH3:6].[O:7]=[C:8](Cl)Cl>O.O.Cl.O[Na]>[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([C:8]1=[O:7])[CH3:6] |f:3.5|,"To a four-necked, 500 ml flask provided with a reflux condenser, a thermometer, a dropping funnel, a phosgene inlet tube, a pH measuring electrode, and a stirrer were fed 100 ml of water, 17.6 g (0.2 mol) of N,N'-dimethylethylene diamine and 30.4 g (0.3 mols) of a 36% hydrochloric acid. The pH of the diamine solution was 7.3. On the other hand 168.0 g (0.8 mols) of a 20% aqueous solution of sodium hydroxide were placed in the dropping funnel. The reaction temperature was maintained to 20°C under cooling and phosgene was blown off under stirring at a rate of 10 g/hr over two hours. Simultaneously, the aqueous solution of sodium hydroxide was added dropwise over two hours thereby controlling the pH to 7.3±0.2.
After completion of the blowing and adding, the reaction apparatus was purged by nitrogen gas of 20 I/min over 0.2 hours. The reaction mass was sampled for the gas chromatography analysis and as a result, 0.8 g (conversion ratio, 95.4%) of unreacted N,N'-dimethylethylene diamine and 21.2 g (selectivity, 97.5%) of DMI were obtained.",Phosgene urea synthesis,[97.5],['CN1CCN(C)C1=O'],"['CNCCNC', 'O=C(Cl)Cl']","['Cl', 'O.O[Na]', 'O.O[Na]']",['O'],['DMI'],"[""N,N'-dimethylethylene diamine"", 'phosgene']","['36% hydrochloric acid', 'aqueous solution of sodium hydroxide', '20% aqueous solution of sodium hydroxide']",['water']
82,[NH2:1][c:2]1[n:3][c:4]2[n:5][cH:6][c:7]([n:8][c:9]2[c:10]([nH:11]1)=[O:12])[CH2:13][NH:14][c:15]1[cH:16][cH:17][c:18]([cH:19][cH:20]1)[C:21](=[O:22])[NH:23][C@@H:24]([CH2:25][CH2:26][C:27](=[O:28])[OH:29])[C:30](=[O:31])[OH:32]>[NH4+].O.O.N#N.N#N.[OH-].[Pt]>[NH2:1][c:2]1[n:3][c:4]2[NH:5][CH2:6][CH:7]([NH:8][c:9]2[c:10]([nH:11]1)=[O:12])[CH2:13][NH:14][c:15]1[cH:16][cH:17][c:18]([cH:19][cH:20]1)[C:21](=[O:22])[NH:23][C@@H:24]([CH2:25][CH2:26][C:27](=[O:28])[OH:29])[C:30](=[O:31])[OH:32] |f:1.2.6|,"Into a 1-liter round bottom flask fitted with a baffle were charged 15.012 g (3.105 g (3.105 x 10-2 moles) of folic acid and 10.8 ml (5.40 x 10-2 moles) of a 1/2-N aqueous solution of ammonium hydroxide. The contents were stirred until the greater part of the folic acid dissolved. The resulting solution exhibited a pH of 6.6.
Then, a suspension of 2.025 g of a 3% platinum-activated carbon catalyst (containing the noble metal in an amount of 0.44% by weight based on the folic acid) in 160 ml of distilled water was added to the flask. After the interior of the system was purged with nitrogen, hydrogenation was carried out at atmospheric pressure for 360 minutes with the contents of the flask stirred vigorously in the usual manner. At the end of the reaction, the amount of hydrogen absorbed was 100.4% of the theoretical value.
After completion of the reaction, 18.6 ml of a 1/2-N aqueous solution of ammonium hydroxide was added under a stream of nitrogen gas to dissolve the insoluble matter which was present in very small amounts. From this step forward, the separation and drying of the reaction product was always carried out in an atmosphere of nitrogen.
Specifically, the reaction mixture was filtered with a suction filter to separate the catalyst, which was washed with 30 ml of distilled water. Then, the filtrate and the washings were poured into a solution of 3.3 g of L-ascorbic acid in 117.4 ml of 1/2-N hydrochloric acid. The resulting mixture was neutralized to adjust its pH to 3.5. The precipitate so formed was separated by suction filtration and washed with 30 ml of distilled water at 5°C and then with 200 ml of acetone at 5°C. The resulting wet cake was placed in a dryer containing a desiccating agent and kept at a reduced pressure of 5 mmHg, and dried at 25-30°C for 8 hours to obtain 10.714 g (77.5% yield) of tetrahydrofolic acid.",Pyrazine to piperazine hydrogenation,[77.5],['Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2'],"['Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1', 'Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1', 'Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1']","['N#N', 'O.[NH4+].[OH-]', 'O.[NH4+].[OH-]', '[Pt]']",['O'],['tetrahydrofolic acid'],"['folic acid', 'folic acid', 'folic acid']","['nitrogen', 'aqueous solution of ammonium hydroxide', 'platinum-activated carbon', 'aqueous solution of ammonium hydroxide']",['water']
83,[CH3:1][C:2](=[O:3])[NH:4][c:5]1[cH:6][cH:7][c:8]([c:9]([cH:10]1)[Cl:11])[F:12].[O-:13][N+:14](=[O:15])O>O.O=S(=O)(O)O>[CH3:1][C:2](=[O:3])[NH:4][c:5]1[cH:10][c:9]([c:8]([cH:7][c:6]1[N+:14]([O-:13])=[O:15])[F:12])[Cl:11],"Concentrated nitric acid (d 1.42, 154 ml) was added dropwise to a solution of N-(3-chloro-4-fluorophenyl)acetamide (55 g) in concentrated sulfuric acid (165 ml) at 5―10°C during an hour with stirring in an ice-salt bath. After stirring for an hour at the same temperature, the reaction mixture was poured into ice water. The resulting precipitate was collected by filtration, sufficiently washed with water and recrystallized from acetonitrile to give the title compound (48.9 g) as yellow needles, mp 114―115°C.",Nitration,[71.7102],['CC(=O)Nc1cc(Cl)c(F)cc1[N+](=O)[O-]'],['CC(=O)Nc1ccc(F)c(Cl)c1'],['O'],"['O=S(=O)(O)O', 'O=[N+]([O-])O']",['N-(3-Chloro-4-fluoro-6-nitrophenyl)acetamide'],['N-(3-chloro-4-fluorophenyl)acetamide'],['ice water'],"['Concentrated nitric acid', 'concentrated sulfuric acid']"
84,N[c:1]1[c:2]([c:3]([c:4]([cH:5][c:6]1[N+:7]([O-:8])=[O:9])[F:10])[Cl:11])[Br:12].[Cl:13][Cu]Cl>O.Cl.CC#N.CC(C)(C)ON=O>[O-:8][N+:7](=[O:9])[c:6]1[cH:5][c:4]([c:3]([c:2]([c:1]1[Cl:13])[Br:12])[Cl:11])[F:10] |f:2.3|,"Tert-butylnitrite (135.2 g) was added to a mixture of anhydrous cupric chloride (147 g) and 2-bromo-3-chloro-4-fluoro-6-nitroaniline (235.6 g) in anhydrous acetonitrile (1.5 liter) at 60°C during 70 minutes. The reaction mixture was poured into ice-chilled diluted hydrochloric acid (1.5 liter) and extracted with benzene. The organic layer was successively washed with ice-chilled diluted hydrochloric acid and water saturated with sodium chloride, dried over anhydrous sodium sulfate and concentrated. The resulting residue was purified by distillation to give the title compound (218.8 g), bp 78-117°C/2 mmHg. The oil was crystallized from methanol to give yellow prisms, mp 65.5―67.5°C.",Amino to chloro,[86.6222],['O=[N+]([O-])c1cc(F)c(Cl)c(Br)c1Cl'],['Nc1c([N+](=O)[O-])cc(F)c(Cl)c1Br'],['CC(C)(C)ON=O'],"['CC#N', 'Cl.O']","['3-Bromo-2,4-dichloro-5-fluoronitrobenzene']",['2-bromo-3-chloro-4-fluoro-6-nitroaniline'],['Tert-butylnitrite'],"['hydrochloric acid', 'acetonitrile']"
